0.035865,0.308558,0.176722,0.029614,0.035879,0.044890,0.176712,0.108858,0.038406,0.044497
0.006384,0.049166,0.071777,0.005674,0.005730,0.007678,0.071786,0.767938,0.006254,0.007613
0.021959,0.084785,0.272529,0.016495,0.017567,0.025294,0.272551,0.242942,0.020889,0.024989
0.080064,0.062372,0.072200,0.070300,0.111073,0.107158,0.072200,0.065029,0.251107,0.108496
0.080064,0.062372,0.072200,0.070300,0.111073,0.107158,0.072200,0.065029,0.251107,0.108496
0.148802,0.005347,0.011845,0.004695,0.143080,0.171261,0.011844,0.005038,0.316560,0.181529
0.228038,0.007261,0.014312,0.007762,0.171996,0.188640,0.014311,0.007396,0.171052,0.189232
0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000
0.045504,0.011152,0.024969,0.013221,0.275769,0.198434,0.024968,0.012384,0.186874,0.206725
0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000
0.240762,0.008811,0.015812,0.007110,0.162801,0.169824,0.015811,0.009095,0.191765,0.178207
0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000
0.043939,0.129735,0.178946,0.069862,0.041422,0.054656,0.178944,0.201682,0.046779,0.054034
0.012358,0.137819,0.271081,0.009127,0.011798,0.018683,0.271104,0.234541,0.015162,0.018326
0.079917,0.017195,0.021359,0.018050,0.278909,0.146345,0.021359,0.017574,0.248647,0.150646
0.533419,0.031895,0.077729,0.017943,0.040366,0.061991,0.077726,0.044048,0.052981,0.061902
0.586529,0.020570,0.033063,0.017221,0.043396,0.088830,0.033062,0.021555,0.069748,0.086027
0.022958,0.126145,0.273086,0.102740,0.020605,0.030724,0.273062,0.091914,0.028493,0.030275
0.062771,0.004534,0.009289,0.004583,0.219181,0.201372,0.009288,0.004898,0.271978,0.212106
0.008658,0.018511,0.412512,0.003319,0.009224,0.017886,0.412520,0.084862,0.015028,0.017480
0.082732,0.104389,0.101784,0.156473,0.081991,0.097556,0.101783,0.087434,0.089187,0.096670
0.044888,0.069295,0.259696,0.034118,0.032700,0.057287,0.259695,0.134548,0.051542,0.056231
0.082743,0.016924,0.021018,0.016142,0.310153,0.177698,0.021018,0.016587,0.154586,0.183132
0.049103,0.008974,0.016270,0.007271,0.478756,0.134306,0.016269,0.010148,0.137396,0.141508
0.086010,0.027671,0.029270,0.025580,0.379054,0.151636,0.029269,0.026845,0.087323,0.157343
