doc_id,cluster_0,cluster_1,cluster_2,cluster_3,cluster_4,cluster_5,cluster_6,cluster_7,cluster_8,cluster_9
85,0.010902098956,0.115902816787,0.020067038973,0.116756281907,0.049375974462,0.548394271895,0.006833792924,0.102403545479,0.009297124842,0.020067053775
86,0.004444327528,0.153520175895,0.012016792176,0.153652916961,0.048745216184,0.477451064475,0.003019137977,0.131313725625,0.003819807671,0.012016835506
87,0.009710372707,0.222402971798,0.024258459578,0.218698986792,0.242503013518,0.049173990208,0.007838148606,0.192558743124,0.008596742957,0.024258570712
88,0.007366059274,0.159047003738,0.013246956030,0.155373469341,0.480746761278,0.043580870570,0.006557643485,0.113852733110,0.006981509812,0.013246993361
89,0.019589236040,0.245251186003,0.035850720927,0.246635183718,0.110060500916,0.066281113717,0.018383995653,0.205115872704,0.016981382412,0.035850807912
90,0.023194112003,0.204792261211,0.029362036335,0.201733310315,0.171643280648,0.096400445715,0.027368062481,0.193600958472,0.022543470068,0.029362062753
91,0.007299228574,0.256800431305,0.015570453593,0.255269632601,0.105965332197,0.143408257099,0.012131766177,0.180299001138,0.007685397546,0.015570499771
92,0.006355633874,0.148316740109,0.010155188966,0.143425298970,0.567291030250,0.035143898969,0.004815389110,0.069544320016,0.004797288763,0.010155210972
93,0.026502634388,0.209820658286,0.044470685286,0.208528822261,0.139175522729,0.103826273244,0.022212232284,0.180720556735,0.020271841849,0.044470772939
94,0.017321710543,0.234908601785,0.025508797038,0.230976952226,0.185326428785,0.081607480994,0.017556087021,0.164789246306,0.016495846761,0.025508848542
95,0.013851995348,0.202581460689,0.017516730036,0.197207386596,0.281202011100,0.073826647779,0.016373409077,0.166438426875,0.013485185243,0.017516747258
96,0.004376582880,0.108685430999,0.005564501629,0.104366676850,0.640723563443,0.030852637013,0.004583492363,0.090847115910,0.004435490964,0.005564507949
97,0.016916660758,0.183167891960,0.023246775031,0.179731286864,0.261431291401,0.070264078757,0.016219088882,0.209585384378,0.016190736448,0.023246805521
98,0.007861682759,0.130323620262,0.009484179633,0.125397632123,0.525577275640,0.048213736361,0.006339347967,0.128490751216,0.008827584224,0.009484189816
99,0.002347413951,0.105841964291,0.004184619813,0.102548797238,0.707097848687,0.019195126165,0.001967384952,0.050551637747,0.002080579023,0.004184628134
100,0.005356012474,0.242480156961,0.011747210057,0.238182786417,0.116741368166,0.148290565338,0.003777509286,0.216534205828,0.005142935411,0.011747250061
101,0.025117136501,0.177543377561,0.050674689505,0.175384810102,0.173742357478,0.136097257762,0.027579020026,0.156759277740,0.026427179714,0.050674893611
102,0.021630507204,0.221396209689,0.038699209556,0.224577270416,0.203699304403,0.065110445344,0.020944838424,0.145937991129,0.019304942185,0.038699281651
103,0.003634176729,0.255515356084,0.008206115424,0.250778304005,0.130335327710,0.184770588464,0.002704135945,0.152692691155,0.003157164352,0.008206140132
104,0.019122901462,0.206045607482,0.031483816686,0.206701219229,0.261576198096,0.065401413833,0.015585782075,0.147310327549,0.015288853246,0.031483880343
